,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
Guangwei_Zhang,0.23240755,-0.057149716,-0.021320542,0.020216493,0.00042850425,0.0010932287,0.1381098,-0.14209338,-0.10618376,0.08743685,0.15880732,0.039586913,-0.08457617,0.022918906,-0.08229936,0.1126629,-0.07335137,0.105876155,0.010939755,-0.182928,0.08342512,-0.10487082,0.017446725,0.10965058,0.026098462,-0.4147807,-0.23055875,-0.024052214,-0.06818629,-0.09216035,1.2208475,0.01159778,-0.075610094,-0.20191436,0.022071306,-0.06633212,0.08674056,0.045686726,0.06591682,0.15471734,0.04277491,-0.01754084,-0.09465942,0.18247566,-0.11221738,-0.083995625,0.17583324,0.1150117,0.029120026,0.105639406
Yuan_Dong,0.09950197,-0.089532174,0.071463436,-0.008325898,0.05899479,-0.0753101,0.038568906,-0.15390655,0.055877183,0.07546823,0.118732706,0.024970673,-0.008372048,0.057386953,0.042891562,0.09783643,-0.05155147,-0.007828798,0.007508045,-0.24023575,0.122678556,-0.11317929,0.017298501,0.088579,0.10827161,-0.41055483,-0.10078884,-0.042050693,0.10100401,-0.058135748,1.3288909,0.028012792,-0.14085631,-0.16011137,0.009904131,-0.019077083,0.0834665,0.0057127033,-0.052817933,0.0121244155,0.013411635,-0.09288191,0.012282464,0.1404802,-0.08414647,-0.04744377,0.24254529,0.14676562,0.06707849,0.07616087
Shangguang_Wang,0.1621693,0.025786113,0.07892837,0.023169963,0.01110972,0.004136801,-0.021096209,-0.14796855,0.08262353,0.08290817,0.086622715,0.06569558,-0.04158554,0.04671173,0.0215924,0.06743651,0.0065111155,0.018487178,-0.004092458,-0.15881675,0.069262475,-0.10120047,0.0105603505,0.06401237,0.052543405,-0.35916907,-0.11300066,-0.039665345,0.11096801,0.0033096815,1.1339453,0.0076323464,-0.102474734,-0.18674444,-0.013882039,-0.00025542264,0.020155443,0.04022302,-0.035850536,-0.036233526,0.049329758,-0.09840762,0.0061119315,0.13769072,-0.07526792,-0.035315964,0.13738246,0.12053452,0.05873874,0.083104454
Xiangang_Qin,0.13890518,0.045789193,0.06640513,0.0023667985,0.067393534,0.04018401,-0.062060833,-0.17964748,0.058908872,0.064087465,0.10787827,0.04044238,-0.036003664,-0.011305718,0.08493442,0.069461524,-0.0525501,0.02263075,-0.0042373594,-0.20355989,0.09948368,-0.046845317,0.065629736,0.058062445,0.102216154,-0.485923,-0.16090041,-0.080866404,0.053577054,-0.034804717,1.394137,0.045834042,-0.12238065,-0.240675,0.0002678011,-0.031784523,0.046129603,0.07725531,-0.027264075,-0.04535233,0.041657016,-0.10656747,0.031657882,0.10970924,-0.03820653,0.016675405,0.11564225,0.12297219,0.036814936,0.08057481
Xin_Li_0041,0.22830184,0.080020234,0.17703345,0.057334162,0.0024075015,0.08354167,-0.0020738684,-0.2569894,0.13878086,0.079443716,0.1379253,0.059205584,-0.04203327,0.05992521,-0.080281116,0.100330666,-0.029250586,0.05245623,0.011289259,-0.19409911,0.09766531,-0.16960761,-0.011245843,0.10528395,0.017008144,-0.42861557,-0.08593397,-0.04514659,0.17500469,0.0017543628,1.5383995,-0.017044438,-0.094375715,-0.2855571,-0.019109603,0.039190076,0.07095023,0.02032803,-0.09482656,0.0023802565,0.111182705,-0.12264315,-0.043541916,0.19844507,-0.1526844,-0.0891933,0.16659722,0.11019788,0.05796798,0.10281392
Bo_Hu_0003,0.14439858,0.054227356,0.13567443,0.0690282,-0.0010921699,0.02611711,0.0067115556,-0.1709593,0.10007322,0.06282899,0.118026935,0.04329555,-0.041964192,0.048158556,-0.011588411,0.08045087,-0.03311256,0.043650243,-0.03148228,-0.15248035,0.08600449,-0.13368396,-0.0049768914,0.076926075,0.029613454,-0.3594457,-0.08202576,-0.03299538,0.12659812,0.017192382,1.1285651,0.026067842,-0.105800055,-0.15300727,-0.009292003,-0.014372946,0.067611665,0.022021225,-0.08453733,0.0044119055,0.08648502,-0.07474262,-0.023014277,0.1279353,-0.12484324,-0.06056597,0.12159988,0.10428603,0.05618693,0.08136868
Wenhua_Shao,0.124361716,0.063391685,0.046558645,0.017268354,0.014444694,0.015640844,0.029919755,-0.12133863,0.05275052,0.08277687,0.07313199,0.008270038,-0.011500813,0.07760144,0.0066682966,0.08222545,0.03197791,0.023807779,-0.055775374,-0.17693841,0.057395987,-0.08707621,-0.020278344,0.046197634,0.05409355,-0.32179898,-0.10786037,-0.036905944,0.11353178,-0.010380446,1.0222808,-0.008654816,-0.109168425,-0.20959377,0.02016033,0.036875594,0.077375844,0.07024854,-0.03382056,0.0049868547,0.024932068,-0.08244304,0.015159148,0.17402351,-0.040116124,-0.019167004,0.15601853,0.08780088,0.032129243,0.053952657
Junping_Du,0.16346584,0.037665848,0.040166356,0.023187079,0.06345427,0.088755965,0.025330413,-0.18744631,0.052645918,0.08145883,0.1277447,0.05806081,-0.043326635,0.05314802,0.0037295492,0.07729644,0.002017465,-0.005375651,-0.008406069,-0.20695052,0.048468206,-0.13841797,0.023207083,0.07359946,0.066520005,-0.42486018,-0.15619485,-0.015417968,0.13186674,0.0019421258,1.2968282,-0.045735165,-0.13859545,-0.25100625,-0.0029772802,-0.0028468838,0.045273453,0.07471281,-0.0472482,-0.0005189138,0.060924202,-0.08348329,-0.023241675,0.15768479,-0.084187075,-0.056763742,0.18277057,0.12583336,0.08717172,0.07741261
Meilian_Lu,0.2116752,0.05938745,0.09461824,0.054801185,0.033532947,0.03599139,0.0016983923,-0.19107509,0.12289462,0.09818659,0.13063167,0.05790337,-0.004355014,0.0637894,0.019458555,0.118973985,-0.028940048,0.00018201675,0.014373239,-0.1979056,0.09533748,-0.14480765,0.063464165,0.14299707,0.054085866,-0.44344586,-0.1402246,-0.012493628,0.17424345,0.004189075,1.4516357,-0.034830995,-0.10992882,-0.30452916,-0.016802639,0.00108568,0.04338509,0.031110696,-0.07301682,-0.0060904687,0.088869095,-0.113929726,-0.012092883,0.20764358,-0.08524259,-0.08252291,0.19342202,0.1878924,0.090980925,0.1218231
Wenbin_Yao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zhaowen_Lin,0.17010134,0.011852091,0.07964404,0.07046713,0.014753347,0.003774102,-0.020470358,-0.1788266,0.09141338,0.057175536,0.09336449,0.067786954,-0.042293657,0.061015856,0.019895855,0.105235,-0.018172238,0.037879713,-0.004272062,-0.15390272,0.08825279,-0.091077745,-0.010529019,0.028312117,0.011423832,-0.41353828,-0.10378231,-0.026107484,0.12829776,-0.009795399,1.1720195,-0.023730358,-0.14783177,-0.21996772,-0.026476795,0.06159986,0.0393687,0.030578202,-0.058079164,-0.029422944,0.057776384,-0.076431885,0.007712598,0.14669114,-0.046650685,-0.010182343,0.098311804,0.1162217,0.04866744,0.027244186
Liutong_Xu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jinglin_Li,0.20038192,0.03677368,0.06004596,0.061732993,0.19033165,0.05564869,0.09323019,-0.28844583,-0.057697363,0.0328141,0.052762855,0.10025269,-0.121407785,0.15920307,0.01133154,0.19465986,0.063737966,0.02613737,-0.034651887,-0.18117207,0.19623373,-0.35368815,0.0318135,0.030434743,0.042918235,-0.3820094,-0.27160186,-0.05091769,0.06409442,-0.05566176,1.4938675,-0.090068586,-0.14914572,-0.120159104,0.04102774,-0.01975977,0.1611063,0.16513535,0.022905951,0.096408874,0.008954685,-0.1332911,-0.20139058,0.19222866,-0.1680772,0.10508102,0.25045297,0.124098994,-0.0006967581,0.09235174
Shao-Yong_Guo,0.18355867,0.027856171,0.12551256,0.05141256,0.013710005,0.027985778,-0.008844955,-0.15613276,0.09975278,0.07462025,0.109509334,0.052271187,-0.069403894,0.05445673,-0.016815923,0.10107983,0.006470152,0.02288747,0.0031510447,-0.15990548,0.087186456,-0.13109495,-0.01092817,0.07985055,0.030703185,-0.38256162,-0.101649016,-0.030668188,0.14787236,-0.0014041595,1.2353476,0.011046237,-0.10423758,-0.17211469,-0.002541984,-0.0005318055,0.023557397,0.040029194,-0.013281115,-0.01887477,0.06125257,-0.10445503,-0.006186081,0.13155334,-0.09882185,-0.050605215,0.15194784,0.11252307,0.079876505,0.076570235
Yidong_Cui,0.11563613,0.030249113,0.078165226,0.01095653,0.18252052,0.033968713,0.006412387,-0.29526582,0.02672462,0.08917832,0.09776638,0.122006804,0.02702001,0.058724716,-0.01300867,0.09370989,-0.039344788,-0.038421076,-0.051746126,-0.26592743,0.04269171,-0.27036047,0.104011685,0.14833818,0.041787006,-0.6163332,-0.1860921,0.012631669,0.19149171,-0.034530267,1.746688,-0.089001365,-0.14799418,-0.23275834,0.10773811,0.018471124,0.04120109,0.013123863,-0.076654226,-0.02870907,0.089052595,-0.056229375,-0.098712094,0.28860447,-0.11135941,-0.04664491,0.2996929,0.15650372,0.16975774,0.05723157
Yanlei_Shang,0.1780952,0.037605457,0.13158447,0.030748729,0.006908257,0.034205962,-0.011126264,-0.18025285,0.108712986,0.10062109,0.1210013,0.060795333,-0.047733415,0.050336946,0.017530538,0.09244881,-0.031153463,-0.0069229933,-0.02461052,-0.22862388,0.09602462,-0.13523886,0.014112045,0.06218601,0.07214843,-0.45101547,-0.1278533,-0.042096343,0.15209693,0.0013329454,1.4004049,0.0040985593,-0.1358705,-0.23114106,-0.00042962332,-0.01969166,0.063876815,0.033196915,-0.062066875,-0.023410855,0.07636378,-0.08752819,-0.020141544,0.1678932,-0.12509753,-0.07093567,0.19992623,0.15278687,0.050329812,0.10229164
Xuejing_Kang,0.18134491,0.037094366,0.06462763,0.018133678,0.11151384,0.090412915,0.04919973,-0.17573567,0.058275994,0.08688202,0.09767149,0.036648083,-0.01603325,0.053066958,-0.0054638535,0.070059426,0.027285397,-0.032221347,-0.021054845,-0.20435315,0.043686107,-0.17339757,0.0563196,0.06941638,0.048063837,-0.34877944,-0.1612411,-0.011818461,0.1694624,-0.026947686,1.2264413,-0.07247194,-0.13267384,-0.23549116,0.031902853,0.024744743,0.04094201,0.080413125,-0.06503656,-0.0031682677,0.074485555,-0.092273735,-0.02388304,0.13636217,-0.09308672,-0.034254942,0.22293304,0.107307546,0.052211743,0.06145417
Sujie_Shao,0.12494278,0.018322174,0.12656468,0.057896238,0.008752889,0.023451379,-0.0064122747,-0.11216268,0.1037077,0.05036302,0.085934505,0.021747738,-0.038612124,0.039020564,-0.020697553,0.073266245,-0.021527175,0.004624599,-0.0029639553,-0.12639084,0.06287245,-0.106279925,-0.013424927,0.05162275,0.010679959,-0.23104914,-0.049653325,-0.011565065,0.11566174,0.009416888,0.8489225,0.009533804,-0.048686504,-0.110120945,-0.0012823294,0.00490771,0.014895479,0.0020842126,-0.00504224,-0.02515962,0.058815803,-0.07888333,-0.016075825,0.09847,-0.07499767,-0.044420216,0.1315801,0.078849666,0.05257619,0.040883645
Anlong_Ming,0.1881583,0.056093566,0.022855245,0.010860618,0.09536555,0.09245588,0.05451222,-0.20982942,0.044989564,0.09724894,0.12162256,0.048059322,-0.030461116,0.08284643,-0.0033485014,0.06773843,0.022889633,-0.0015941275,-0.07034703,-0.26633605,0.041292287,-0.1213696,0.02987595,0.043782864,0.088939205,-0.41787854,-0.21065234,0.0022976915,0.16720855,-0.032563124,1.4159201,-0.05675108,-0.15243839,-0.28081265,0.015996583,0.03792462,0.06233108,0.09181406,-0.08984907,-0.03934896,0.07855861,-0.10624215,0.009541396,0.14380234,-0.09806968,-0.03748946,0.24824429,0.10247761,0.059956305,0.0644771
Bai_Wang_0001,0.19877936,0.066582516,0.06570605,0.053010315,0.08528532,0.048220906,-0.031055203,-0.21744521,0.07467556,0.07410196,0.10998512,0.068959825,-0.06097474,0.055744912,0.039078925,0.079071335,0.0069513605,-0.0074632405,0.019325972,-0.1989181,0.081819825,-0.11490036,0.045617886,0.122933075,0.07961714,-0.47039106,-0.19327621,-0.04967057,0.11951314,-0.038903855,1.4498061,-0.013794591,-0.12648092,-0.2620226,-0.030624475,-0.007696054,0.01372222,0.056901522,-0.0635202,-0.0048016915,0.075551696,-0.10679756,0.0052092434,0.16799662,-0.06375118,-0.052801296,0.15899454,0.15219353,0.0873122,0.07497883
Hui_Gao_0001,0.15943623,0.08401937,0.09820645,0.05011597,0.017491143,0.042543057,0.05400826,-0.17919272,0.06656548,0.09423621,0.13556601,0.07583325,-0.013012535,0.08367472,-0.05248481,0.058563378,-0.009849699,0.055918,-0.06765291,-0.1543538,0.08196671,-0.15681997,0.035082925,0.096237116,0.021928404,-0.38012946,-0.11023917,-0.021254638,0.13054793,-0.016801653,1.2978209,0.001032178,-0.12651525,-0.18581475,-0.00187364,0.005933059,0.094644375,0.008427116,-0.06545868,-0.00022241095,0.10838972,-0.11958116,-0.03403458,0.16764978,-0.14780639,-0.10350062,0.1734709,0.12593083,0.10687698,0.08850437
Fangchun_Yang,0.2254519,0.11751703,0.19585913,0.05388636,0.052708805,0.10305096,0.018216437,-0.31301513,0.072358645,-0.03011163,0.16534507,-0.030295722,-0.028815018,0.13376598,-0.10701093,0.103599586,-0.09479583,0.10844975,-0.18331322,-0.23628819,0.049015112,-0.11857467,0.005647864,-0.046717398,0.095735624,-0.44977874,-0.21916083,0.029844495,0.17902684,-0.13551114,1.4860389,-0.08501651,-0.20043501,-0.27680364,0.0716199,0.093699515,0.20289713,0.15915596,-0.116371036,0.024934517,0.10829964,-0.122308254,0.05515811,0.0490638,-0.13455398,-0.027703539,0.27087358,-0.032865606,0.004251059,0.028651023
Dongliang_Xie,0.17867342,0.02123279,0.116872594,0.04965491,0.04322702,0.03782792,-0.005419003,-0.17717986,0.09183165,0.073614545,0.13240393,0.046321753,-0.064953245,0.07313825,-0.010034121,0.09730352,-0.016086293,0.02841105,-0.017409924,-0.21218768,0.09928587,-0.11219896,0.018111449,0.07350511,0.04703978,-0.41614023,-0.14099196,-0.042927958,0.13625523,-0.02518534,1.3143504,0.024359336,-0.111125,-0.21391363,0.00676339,0.0012018373,0.03919573,0.054631583,-0.056869708,-0.006435228,0.062764294,-0.097813845,0.004900347,0.12935755,-0.084205866,-0.031448428,0.15447168,0.120636694,0.044151615,0.07478501
Xiangwu_Meng,0.15952685,-0.08625739,0.043256167,0.02269504,0.11769685,-0.04128478,-0.10829504,-0.27572954,0.07413413,0.0038608203,0.10455967,0.13222489,-0.1456963,0.0056093372,0.06627342,0.014038234,0.08488385,0.01144871,-0.052497156,-0.19580485,-0.012350815,-0.22061673,0.074139364,0.16000263,0.06606187,-0.3864071,-0.17211205,-0.042095385,0.16266613,-0.07159488,1.2999606,-0.09216423,-0.25695962,-0.14138655,0.057316832,0.08539324,0.075905636,0.1285332,-0.02747579,-0.00093364425,0.07666051,-0.10644991,-0.15399653,0.12062574,-0.04069297,-0.056483436,0.25197124,0.00641697,0.201559,0.075978935
Jingling_Zhao,0.20446739,0.009137537,0.10774411,0.058125947,-0.0032410666,0.04929831,-0.027695434,-0.21923062,0.118308544,0.112440675,0.14061706,0.09116282,-0.057537213,0.07184897,0.015881803,0.10703149,-0.02765011,0.008798919,-0.01014558,-0.22580698,0.08956372,-0.15663092,0.04339195,0.05924873,0.08167235,-0.5478743,-0.15082324,-0.032280263,0.15206319,-0.050349884,1.5530692,-0.040372785,-0.1965465,-0.24620412,0.017819922,0.013047422,0.07809509,0.0759356,-0.05309648,-0.013362205,0.07561379,-0.10054912,-0.0026740453,0.15780897,-0.06814237,-0.020081114,0.1969015,0.17395383,0.08865924,0.06791907
Pengrui_Duan,0.18612066,0.044730287,0.10724489,0.039723366,0.028953528,0.048917256,-0.03045004,-0.14612408,0.13264318,0.07988118,0.1215392,0.065588266,-0.07510428,0.090242945,0.0016940053,0.07520436,-0.011220851,0.00027467907,-0.06986445,-0.16935387,0.11194347,-0.09842079,0.046871,0.045693208,0.0773152,-0.46758333,-0.14879876,-0.032985136,0.1527245,-0.0008600801,1.4207966,0.045436632,-0.07083434,-0.23662992,-0.026755568,0.026972517,0.056203105,0.05137533,-0.072552085,-0.024083104,0.05466477,-0.08647915,-0.016645059,0.11142752,-0.10125996,-0.036820818,0.12685344,0.124811485,0.05722441,0.07166435
Wendong_Wang,0.16294965,0.03896282,0.10073765,0.0325062,0.046918567,0.028306857,0.005846874,-0.17684163,0.072966486,0.07227096,0.097502925,0.061926123,-0.055274658,0.03784055,0.008798597,0.070780516,-0.006202401,0.009090951,-0.011112688,-0.17903768,0.06674094,-0.11842747,0.03550922,0.070748076,0.039583124,-0.40238142,-0.1197918,-0.037840486,0.12516157,-0.008810552,1.2617041,0.00079138204,-0.12262477,-0.19733535,-0.005092969,0.00462222,0.04264701,0.046057366,-0.05057178,-0.024688473,0.08201899,-0.08935613,-0.009794323,0.13793854,-0.08775983,-0.03799018,0.15072161,0.112628624,0.06362538,0.07932126
Shao-Zhang_Niu,0.17648819,0.0069773537,0.19516887,0.08980391,0.031012991,0.09023464,0.053354703,-0.24518311,0.096086584,0.14620349,0.16322447,0.034794003,-0.028873047,0.086297534,-0.0028494534,0.13442911,-0.015872357,-0.06366185,0.011757786,-0.22063024,0.021577196,-0.22565828,0.08278317,0.08578314,0.022761723,-0.42374137,-0.1343004,0.012949107,0.18924047,-0.054517962,1.3903067,-0.081473336,-0.1604098,-0.30560353,0.00884112,0.11457766,0.023638705,0.06553346,-0.032940574,-0.06125408,0.13989876,-0.046829734,-0.039170366,0.15584466,-0.089938365,-0.026055442,0.29301286,0.13080348,0.09406787,-0.054764755
Yan_Sun_0004,0.17218445,0.038806215,0.073575236,0.021826753,0.044710536,0.048911765,-0.025330242,-0.16766658,0.072555974,0.08892991,0.09577797,0.055540122,-0.04825302,0.04056218,0.029345775,0.083180234,-0.0007349651,0.006515311,-0.0119938655,-0.18011752,0.07365406,-0.10208786,0.0041679037,0.049294192,0.06254799,-0.445817,-0.14038144,-0.039993405,0.12714033,-0.026422424,1.3230034,-0.01834404,-0.14267781,-0.22835341,-0.0027006662,0.03750395,0.052400567,0.060945548,-0.040424354,-0.054520648,0.06790141,-0.09803026,-0.020173717,0.14363888,-0.060086563,-0.028894825,0.16583684,0.12926972,0.054786008,0.05930699
Yuyu_Yuan,0.15302752,-0.0387643,0.19887042,-0.009312156,0.038014103,0.12270037,0.16597448,-0.37340838,0.021247359,0.07939135,0.21173532,0.021177787,0.105279565,0.06623357,-0.16405928,0.18290071,-0.12639676,0.14030801,-0.06036434,-0.30661666,0.07403274,-0.2961358,0.019082474,-0.19164503,-0.12671521,-0.52113247,-0.16052292,0.20096952,0.22773416,-0.16407569,1.4922215,-0.05818367,-0.15023352,-0.12304873,-0.09762416,0.22256818,0.09932941,0.16346815,0.092925265,-0.0590364,0.21237768,-0.026360862,0.0051888674,0.0951955,0.03160833,-0.043544214,0.19266129,-0.06116324,0.0462765,-0.12168151
Wenan_Zhou,0.17903528,0.0386456,0.10443421,0.05384942,0.017523367,0.027353305,-0.009985727,-0.19528577,0.08474674,0.10204171,0.13113931,0.08310655,-0.025073892,0.0807037,-0.01364736,0.088755324,-0.018291915,0.04726856,0.015394245,-0.14419147,0.09923603,-0.12776166,0.029066278,0.1319111,0.042148974,-0.4109075,-0.13659464,-0.051728033,0.13484795,-0.024659524,1.3102819,0.001002123,-0.12654556,-0.20664544,-0.014725508,0.014770597,0.03309336,0.03185914,-0.07209594,-0.0113708805,0.09271817,-0.10770445,-0.013374137,0.15851992,-0.10317434,-0.06875941,0.15562466,0.12623467,0.08371494,0.09478242
Xiang_Cheng_0003,0.1697537,0.039500855,0.05686888,0.022488661,0.08053086,0.031266324,0.0070073185,-0.16511156,0.0695027,0.057074953,0.06407434,0.053258143,-0.04690502,0.0014626563,0.044841975,0.059083655,0.015851261,-0.012643901,0.017625632,-0.18168412,0.062443305,-0.123186,0.040978998,0.09786397,0.061764635,-0.38289952,-0.13942346,-0.03396325,0.11116685,-0.016443687,1.2038525,-0.020463955,-0.124401264,-0.2076497,0.006326899,0.00054372026,0.018927507,0.048170462,-0.036043316,-0.020298678,0.06353407,-0.08793569,-0.025711445,0.16177404,-0.072424866,-0.06697866,0.17620856,0.13150136,0.090135835,0.06801663
Songwei_Pei,0.18404084,-0.029243099,0.06303787,0.0028907345,-0.014055198,0.1083641,0.049524665,-0.078429334,0.10040645,0.09352334,0.08124262,-0.0018502775,-0.053411998,0.07113964,-0.028581787,0.075968616,-0.005010527,-0.021420917,-0.0719353,-0.21203612,0.10006649,-0.15019949,-0.011994067,0.014814729,0.06699198,-0.4252674,-0.10236954,-0.006603459,0.12773913,0.0071715876,1.2164304,-0.040942088,-0.15020122,-0.18101932,0.06507314,-0.0023200242,0.11973026,0.0781987,-0.04747707,-0.029277174,0.007763989,-0.09209189,-0.038436364,0.11931067,-0.07614433,-0.018520864,0.2031836,0.14285621,0.07879626,0.03213545
Xiaoyuan_Fu,0.16932927,0.006875506,0.04558678,0.035589516,0.032478303,0.029553669,0.04891692,-0.117110796,0.08909626,0.04175647,0.08561557,0.058400843,-0.059354663,0.05710045,0.015926724,0.07455898,0.035376254,0.039802387,0.0025480555,-0.13673371,0.05647156,-0.10260031,0.0037412217,0.061952233,0.059487812,-0.2852048,-0.10869567,-0.03592885,0.116328,0.017913077,1.0415093,0.03702983,-0.0661464,-0.18229683,-0.02390491,0.025855727,0.013211929,0.008414845,-0.010377947,-0.02411584,-0.014861807,-0.11482268,-0.005402792,0.13298324,-0.07817425,-0.04529949,0.1465868,0.1072603,0.06920777,0.08229404
Jianxin_Liao,0.1599209,0.03011734,0.06933801,0.03515785,0.026389211,0.027987657,-0.0010304755,-0.14850752,0.07501582,0.07018147,0.09198314,0.057257775,-0.04024958,0.055104878,0.0018130584,0.081535175,-0.0033478127,0.0037863478,0.0007744249,-0.1694246,0.0726797,-0.10711527,0.020504702,0.078323394,0.060350034,-0.36566058,-0.11046549,-0.026680471,0.13585958,-0.022334596,1.1806756,0.0048882905,-0.114655174,-0.19972737,-0.0007888132,0.017787721,0.035829786,0.040361132,-0.05724829,-0.014715764,0.053636298,-0.092380024,-0.0082729915,0.14291656,-0.09112066,-0.037501357,0.1606109,0.11298032,0.06076466,0.05828258
Tong_Xu_0002,0.14875266,0.037970133,0.08077116,0.03005629,0.07131221,0.04833136,0.048156038,-0.17519459,0.068585195,0.05989641,0.09808128,0.0738877,-0.04103726,0.046781182,0.010741368,0.07622111,-0.013268953,-0.024283307,-0.009478974,-0.16695261,0.044976816,-0.15940481,0.045256957,0.06942871,0.043987013,-0.37554598,-0.1605126,-0.024161553,0.14848767,-0.015636675,1.2016771,0.0061001405,-0.11335768,-0.19561444,0.0012558624,0.01845316,0.06351481,0.025313698,-0.060390208,-0.0080966465,0.06028436,-0.082094036,-0.028327018,0.15061937,-0.12030617,-0.039787367,0.17405154,0.110593095,0.08485316,0.066251844
Fang_Zhao_0003,0.14379147,0.029984955,0.0804524,0.026048299,0.0173129,0.024377523,0.01480339,-0.14003812,0.06887792,0.062314373,0.10174,0.019669928,-0.016549468,0.06316805,-0.009943215,0.080389604,0.00396823,0.026359886,-0.050219942,-0.18315521,0.06331072,-0.103172585,-0.006615985,0.05870059,0.06856059,-0.31849918,-0.11105218,-0.037039056,0.11327734,-0.0061657564,1.049566,-0.00681932,-0.09817524,-0.200492,0.027814548,0.027678668,0.062727675,0.060125034,-0.032000385,0.015988266,0.037078302,-0.07019061,0.003577826,0.13958076,-0.058807045,-0.030221809,0.17146437,0.09749015,0.052511383,0.05670535
Chong_Gao,0.09264811,-0.08360029,0.0901222,0.023676166,-0.009024632,0.16785176,0.012859274,-0.14365683,0.079194106,0.06565279,0.16074647,-0.03817428,-0.16930604,0.12206307,-0.054969627,0.056411434,0.017371383,0.030506408,-0.14547539,-0.37375304,-0.0068463087,-0.10930306,-0.113498926,0.08445475,0.23000945,-0.55846024,-0.16081943,-0.015872238,0.17856772,-0.12392077,1.5561231,0.044869184,-0.19539206,-0.205163,0.039562706,0.03447951,0.17178202,0.12938939,-0.10353271,-0.05231941,0.044373352,-0.12498926,-0.037160378,0.17600125,-0.10547167,-0.03641774,0.33832112,0.08225178,0.11749516,0.01276147
Hai_Huang_0001,0.13794973,0.03930321,0.06542928,0.01688254,0.02203711,0.043322455,0.0256291,-0.16409813,0.056606714,0.08267021,0.10089574,0.048524674,-0.02107001,0.051356565,-0.024541058,0.05603538,-0.017168235,0.010276031,-0.022774223,-0.15954915,0.049698442,-0.113968104,0.023657864,0.08476949,0.056371357,-0.3156225,-0.1149738,-0.011195814,0.10496945,-0.008011375,1.0484248,-0.018947389,-0.10402315,-0.18038005,-0.0020066134,-0.0018316145,0.0655006,0.03344174,-0.05033914,0.009491788,0.08392351,-0.05839021,-0.056316245,0.13376644,-0.08303729,-0.081698656,0.16727701,0.079836905,0.082229696,0.0904866
Xiaofeng_Du,0.2869531,0.039457947,0.0866685,0.030857986,0.08602771,0.03437702,0.010204574,-0.19942468,0.057794888,0.086084016,0.13950989,0.11438049,-0.034939677,0.0785055,-0.045670494,0.13430147,-0.034997135,-0.008363839,0.09210575,-0.22374898,0.03250856,-0.11748074,0.09151875,0.101292714,0.16923763,-0.4729697,-0.20771015,-0.033248212,0.22452118,-0.06705781,1.5869569,-0.05216386,-0.20418118,-0.32412577,0.033819214,0.036762454,0.040674657,0.10380775,-0.13153076,0.055151954,0.116158746,-0.15090996,0.0014309622,0.18076448,-0.08224182,0.014505071,0.24595544,0.2655869,0.009271349,0.07957491
Kun_Xie_0003,0.21176553,0.029440157,0.13600294,0.08359787,-0.044458136,-0.0019747363,-0.039279588,-0.19181918,0.12844479,0.09069634,0.14467838,0.055478282,-0.15023784,0.09013878,-0.04325875,0.11133426,0.008058194,0.058703642,-0.058483258,-0.14205803,0.12927626,-0.13398936,0.003937554,0.09534728,0.032777987,-0.518432,-0.12487945,-0.013191819,0.17711893,0.0181508,1.5818678,0.0137156015,-0.11416277,-0.21814111,-0.032446582,0.0018171337,0.0121782515,0.03193965,-0.03023736,0.03089575,0.055463925,-0.109266326,-0.0124299545,0.10193996,-0.15875195,-0.0074752495,0.14970884,0.1385621,0.08575454,0.04926085
Yunzhan_Gong,0.16171344,0.003036622,0.0662323,-0.006217761,0.041649543,0.09060385,0.039631434,-0.13511674,0.055443045,0.072973445,0.10923893,0.04468181,-0.07272645,0.06457128,0.014918243,0.07044057,0.010566213,-0.010566448,-0.027111243,-0.18602704,0.00885307,-0.09530901,0.02001771,0.04488871,0.105223574,-0.441585,-0.15466112,-0.027943235,0.11110532,-0.026297731,1.2084478,-0.04409086,-0.15087095,-0.22650824,0.037748434,0.009017956,0.10156797,0.042267688,-0.04802957,0.0015834563,0.028947236,-0.0775677,0.0024558108,0.13695136,-0.05148328,-0.024479188,0.18409233,0.15227261,0.06943221,0.045455217
