,Anfu_Zhou,Hongman_Wang,Xiangling_Fu,Yang_Liu_0024,Pengfei_Wang_0009,Si-Ya_Xu,Wenjing_Li_0001,Chen_Liu_0011,Xiaomin_Zhu_0002,Yawen_Wang,Pei_Zhang_0003,Jianfeng_Guan,Qi_Qi_0001,Qiwei_Shen,Chuan_Shi,Yongping_Xiong,Haihong_E,Fanqin_Zhou,Shuzhuang_Zhang,Hongliang_Liang,Linmei_Hu,Yanhua_Yu,Yan_Shi_0002,Haifeng_Sun,Yuhong_Li,Dong_Zhao_0001,Tiemeng_Li,Feng_Qi_0004,Rongfeng_Li,Jincui_Yang,Ao_Xiong,Li_Wang_0039,Bin_Wu_0001,Zhili_Wang,Ding_Xiao,Yingxia_Shao,Rongheng_Lin,Kun_Niu,Xirong_Que,Dahai_Jin,Guangwei_Zhang,Yuan_Dong,Shangguang_Wang,Xiangang_Qin,Xin_Li_0041,Bo_Hu_0003,Wenhua_Shao,Junping_Du,Meilian_Lu,Wenbin_Yao,Zhaowen_Lin,Liutong_Xu,Jinglin_Li,Shao-Yong_Guo,Yidong_Cui,Yanlei_Shang,Xuejing_Kang,Sujie_Shao,Anlong_Ming,Bai_Wang_0001,Hui_Gao_0001,Fangchun_Yang,Dongliang_Xie,Xiangwu_Meng,Jingling_Zhao,Pengrui_Duan,Wendong_Wang,Shao-Zhang_Niu,Yan_Sun_0004,Yuyu_Yuan,Wenan_Zhou,Xiang_Cheng_0003,Songwei_Pei,Xiaoyuan_Fu,Jianxin_Liao,Tong_Xu_0002,Fang_Zhao_0003,Chong_Gao,Hai_Huang_0001,Xiaofeng_Du,Kun_Xie_0003,Yunzhan_Gong,Yang_Zhang_0015,Changqiao_Xu,Qiang_Fu_0004,Wenming_Guo,Haoyu_Wang_0001,Hongwei_Jia,Meina_Song,Lei_Feng_0001,Yuchao_Zhang,Zhengqiu_Yang,Xiangyang_Gong,Hua_Zou,Danfeng_Yan,Xiuqin_Lin,Quan_Yuan_0004,MeiYu_Liang,Jingyu_Wang_0001,Xingquan_Zuo,Lanlan_Rui,Lejian_Zhang,Zhongbao_Zhang,Xiaoru_Wang,Zhonghong_Ou,Wen-Jun_Hou,Lirong_Qiu,Qibo_Sun,Hongbo_Wang_0001,Ying_Wang_0002,Mengshi_Qi,Xuesong_Qiu_0001,Hong_Luo_0001,Xianlin_Zhang,Huiyuan_Fu,Feifei_Kou,Budan_Wu,Jinpeng_Chen,Jiapeng_Xiu,Kai_Shuang,Yonghao_Gu,Xiaolong_Zheng_0002,Shujie_Yang,Xiao-hong_Huang,Zhipeng_Gao,Yuanyuan_Zuo
Xingquan_Zuo,0.9861161,0.98896396,0.9881146,0.9613924,0.9811102,0.9823221,0.98672265,0.9856812,0.9874176,0.9908927,0.9865025,0.98086256,0.9764838,0.9568942,0.946627,0.9840102,0.9917381,0.9830167,0.98620105,0.0,0.97748303,0.98339266,0.9800587,0.9802658,0.9657476,0.97942257,0.9595767,0.9740194,0.93096685,0.9884082,0.9872041,0.98659265,0.988026,0.9922105,0.9900632,0.9909063,0.990476,0.990083,0.9836613,0.98527753,0.9370781,0.9758085,0.9903,0.97420454,0.97498906,0.98095167,0.9862046,0.9915588,0.98008305,0.0,0.98112404,0.0,0.9290482,0.9881022,0.95815825,0.9882678,0.9849858,0.97392976,0.98747724,0.98775506,0.98190415,0.94543886,0.9879817,0.9420833,0.987272,0.9842394,0.9912586,0.9607338,0.99086815,0.8836168,0.9836018,0.9903228,0.9789814,0.98279095,0.9899608,0.9882438,0.9894316,0.95604914,0.986939,0.96806836,0.979689,0.98545325,0.98420155,0.9831064,0.96794635,0.9914436,0.9698299,0.95790744,0.9913296,0.9818747,0.0,0.98791903,0.98719966,0.0,0.763899,0.98297226,0.9897107,0.9805136,0.98838985,1.0,0.9894245,0.9666859,0.98526347,0.97934055,0.9867455,0.98289096,0.9776436,0.9906542,0.98346066,0.9859084,0.9792377,0.98941016,0.98953164,0.846546,0.98812556,0.97776175,0.98430777,0.9567982,0.9867407,0.8891851,0.9773493,0.9847275,0.9888072,0.9710059,0.9900712,0.9712833
Lanlan_Rui,0.9920041,0.9871584,0.9889452,0.9803674,0.9771757,0.9955817,0.9964733,0.9903631,0.9963361,0.9896954,0.9940097,0.99547553,0.9716983,0.9582892,0.937436,0.9942632,0.9921609,0.9948063,0.99322736,0.0,0.97863436,0.97760725,0.9902219,0.9859486,0.967062,0.9731014,0.96757,0.96791434,0.9330727,0.9890027,0.9959589,0.99573046,0.99167097,0.9946976,0.9862809,0.992048,0.9946576,0.9891946,0.9946955,0.9847753,0.92928123,0.9789789,0.99622905,0.9730606,0.9899961,0.9930694,0.9833735,0.9906975,0.991066,0.0,0.98936856,0.0,0.9239229,0.9987742,0.9592148,0.99533373,0.98465943,0.99101126,0.982056,0.99308884,0.9902793,0.9417945,0.9965492,0.93654716,0.9928759,0.9912505,0.9964613,0.9729593,0.99396265,0.8872843,0.9952748,0.9914963,0.97801197,0.9896709,0.9972284,0.99222887,0.99075866,0.9524951,0.9932078,0.97298634,0.9896742,0.9822136,0.9897089,0.99548024,0.95846987,0.99161977,0.97521317,0.9581817,0.9950582,0.99447846,0.0,0.9915968,0.9963529,0.0,0.76694673,0.98728234,0.99411255,0.97965693,0.9963437,0.9894245,1.0,0.9826784,0.99148595,0.9718614,0.99439585,0.98300326,0.9801233,0.9935131,0.9934373,0.9961703,0.97684705,0.99901855,0.99537325,0.8405572,0.9824189,0.98091424,0.98901147,0.9523057,0.99036777,0.9006261,0.9884875,0.99335,0.99587035,0.95891285,0.99693733,0.9695343
Lejian_Zhang,0.9839051,0.96687055,0.9710876,0.9748306,0.9557377,0.98076665,0.9834011,0.97598726,0.98039544,0.9723786,0.9787184,0.9842006,0.95290345,0.9395341,0.9207745,0.9804299,0.9743433,0.98202074,0.9767741,0.0,0.96293664,0.95268923,0.9803871,0.9757098,0.95480746,0.9578697,0.96275556,0.958205,0.91271025,0.9657273,0.98061126,0.9781494,0.9732822,0.97647977,0.9671962,0.9753094,0.97827286,0.9645226,0.98632073,0.96306014,0.91793,0.9698694,0.97912586,0.9605806,0.98273313,0.9809543,0.9659867,0.9689758,0.9717027,0.0,0.9806371,0.0,0.91125864,0.98215586,0.93810797,0.9801302,0.9633508,0.9743297,0.9653853,0.9765681,0.9751813,0.9404398,0.9855443,0.9130913,0.9770839,0.9812321,0.98121965,0.959614,0.9778784,0.89524055,0.9842531,0.96829784,0.95630217,0.9689006,0.983248,0.97494304,0.9741951,0.9389996,0.97556925,0.9636177,0.9783206,0.9584391,0.9759389,0.9844832,0.9415077,0.9717896,0.9628879,0.930302,0.9788245,0.9813527,0.0,0.97556126,0.9854257,0.0,0.7554635,0.9708059,0.9752326,0.9622532,0.9841474,0.9666859,0.9826784,1.0,0.9769249,0.9518385,0.98295105,0.9683355,0.96257806,0.9724697,0.984148,0.9807415,0.96263146,0.982995,0.97826886,0.81519157,0.9668832,0.9635219,0.9746412,0.9359967,0.97515523,0.88883895,0.97036636,0.98201203,0.9769131,0.930959,0.9779461,0.95496964
Zhongbao_Zhang,0.9872578,0.97886735,0.98888546,0.971871,0.97855777,0.98644257,0.98854935,0.9839218,0.98871416,0.98681444,0.98444295,0.98936087,0.97687614,0.9543116,0.9403707,0.9860506,0.99096495,0.9857221,0.98826027,0.0,0.9851539,0.97800505,0.98042643,0.9803524,0.958045,0.97009015,0.96906376,0.96021676,0.9299793,0.9842981,0.9887849,0.99106294,0.99443734,0.9904045,0.98728096,0.99289215,0.9888371,0.9852335,0.9885235,0.978679,0.92868084,0.97151124,0.9917891,0.973512,0.9843823,0.985508,0.97792923,0.98994756,0.98897433,0.0,0.9821161,0.0,0.91955763,0.9886123,0.9538371,0.9889739,0.9833864,0.97701705,0.9821736,0.99479926,0.98441106,0.9369099,0.9904634,0.9339469,0.98473513,0.9842,0.9922899,0.9646981,0.9893025,0.86882234,0.99240994,0.9928839,0.9637664,0.9830212,0.99202466,0.9911793,0.9843815,0.9397939,0.9895576,0.97308177,0.976991,0.97777843,0.9849534,0.9895749,0.9634978,0.98581934,0.9731901,0.9457345,0.9923791,0.9860656,0.0,0.98465276,0.9898411,0.0,0.77808106,0.98930395,0.9863497,0.9852259,0.9916022,0.98526347,0.99148595,0.9769249,1.0,0.9707153,0.9890262,0.9836712,0.9828994,0.98943895,0.9898549,0.98811793,0.9835771,0.9910874,0.98869056,0.8342278,0.97952205,0.98831356,0.9827566,0.9396981,0.9844308,0.90701663,0.98487335,0.98603904,0.9911026,0.95032376,0.99087614,0.9695599
Xiaoru_Wang,0.9718925,0.97093815,0.98001945,0.9485669,0.9661268,0.9668658,0.970667,0.9701643,0.97004604,0.9817649,0.9684217,0.9657035,0.96655613,0.95009017,0.94260263,0.9621374,0.9774878,0.96618557,0.9680193,0.0,0.96722937,0.97495294,0.96614414,0.9694462,0.9461818,0.9745122,0.95374537,0.95103854,0.9471739,0.9740462,0.97103745,0.9718159,0.97606647,0.9812766,0.9798398,0.97667557,0.97490674,0.9745085,0.9660907,0.97635627,0.9300932,0.95403385,0.97255313,0.95907456,0.95953685,0.96393204,0.9726136,0.98193866,0.9634731,0.0,0.96776664,0.0,0.92832184,0.96835923,0.94379014,0.9716265,0.97810316,0.9500127,0.9811628,0.97323275,0.9720942,0.94540405,0.9714892,0.91934377,0.9749814,0.9707458,0.97534996,0.9541645,0.9782367,0.8876896,0.96923244,0.9737033,0.9725708,0.9655442,0.9743471,0.9722043,0.97418684,0.94354296,0.9764639,0.95581424,0.9629141,0.9772677,0.96958286,0.9677652,0.95986784,0.9761101,0.9520886,0.9407208,0.9771565,0.9658065,0.0,0.9731245,0.96936005,0.0,0.7295523,0.97532594,0.9696604,0.97112983,0.971937,0.97934055,0.9718614,0.9518385,0.9707153,0.9999998,0.970863,0.97336316,0.9691833,0.9736166,0.96441245,0.9723822,0.97497404,0.97366714,0.9756992,0.8601861,0.9764106,0.96682954,0.972651,0.9459059,0.9726049,0.8724849,0.960872,0.96806574,0.9765342,0.953613,0.9737937,0.95782804
Zhonghong_Ou,0.99694777,0.9873111,0.99186945,0.9775578,0.98024213,0.9871354,0.9932265,0.99091583,0.99345094,0.9912591,0.99276507,0.9947673,0.9728482,0.94877356,0.94055843,0.9942102,0.9925114,0.99004525,0.99375,0.0,0.9815767,0.9737922,0.99107176,0.98604774,0.96461475,0.97737503,0.97076887,0.9748813,0.9271778,0.984848,0.99012554,0.99309385,0.99176353,0.992466,0.98833317,0.9908054,0.9939269,0.99049056,0.9944306,0.9837513,0.92445344,0.98059464,0.9967094,0.98376524,0.9859431,0.98941684,0.98619664,0.98903,0.9887797,0.0,0.9902648,0.0,0.91437376,0.9940411,0.95306253,0.9951123,0.98175585,0.9854635,0.984218,0.9930776,0.98529524,0.94755787,0.99712795,0.9231405,0.99322855,0.9940641,0.99688256,0.97020143,0.9954694,0.8929633,0.9926699,0.98880136,0.9750886,0.98499405,0.99587345,0.9881544,0.99144787,0.9507359,0.9887734,0.97271085,0.9857284,0.9804907,0.9899597,0.99504197,0.96271026,0.99032176,0.9845743,0.9459328,0.99586916,0.98945844,0.0,0.991186,0.9952905,0.0,0.7726322,0.9851544,0.99213326,0.98434144,0.99544454,0.9867455,0.99439585,0.98295105,0.9890262,0.970863,0.99999976,0.9879718,0.98074967,0.99355686,0.99434954,0.9912382,0.98129374,0.99444544,0.99579906,0.851314,0.98781526,0.9842371,0.9872316,0.9593214,0.9908252,0.9052289,0.9842309,0.99525154,0.99050164,0.9535159,0.9936973,0.9673796
Wen-Jun_Hou,0.98621845,0.9826497,0.99023676,0.9558077,0.98518914,0.97114503,0.97848296,0.9865061,0.9825134,0.99279,0.9805206,0.9784901,0.979545,0.95404255,0.9565525,0.980665,0.9914044,0.97354245,0.98168033,0.0,0.98601425,0.97531223,0.9723791,0.98665386,0.9565978,0.9832684,0.9797822,0.9668689,0.93310165,0.9845656,0.9766829,0.98141634,0.9901438,0.9883249,0.9892121,0.9905343,0.9894408,0.9889823,0.9807972,0.98514944,0.9307501,0.9737358,0.9873427,0.9857698,0.9707434,0.9720974,0.98314273,0.9909049,0.9807857,0.0,0.98231137,0.0,0.91951954,0.97980213,0.9535341,0.9826437,0.9840574,0.9664662,0.9891683,0.9890715,0.9731803,0.95380104,0.9868816,0.92767394,0.9865079,0.9801445,0.9888886,0.96399987,0.9919646,0.89049184,0.9827737,0.98660195,0.9683844,0.9768925,0.98775685,0.9823375,0.98645556,0.950111,0.9833802,0.97374856,0.968581,0.98378325,0.987155,0.97971857,0.9812772,0.9871404,0.97854567,0.94645166,0.9918512,0.972736,0.0,0.98617303,0.9829202,0.0,0.7615403,0.9854238,0.9816165,0.9871278,0.98730266,0.98289096,0.98300326,0.9683355,0.9836712,0.97336316,0.9879718,1.0,0.9828199,0.98704284,0.98255026,0.9777024,0.98663276,0.98190194,0.989148,0.85542977,0.9892534,0.98239756,0.9855048,0.9549164,0.9849482,0.9168874,0.979028,0.9816983,0.98274565,0.9563778,0.9868418,0.9737805
Lirong_Qiu,0.9789095,0.9735966,0.98758876,0.95119363,0.98422885,0.96936727,0.9738828,0.98090315,0.98010606,0.98447824,0.97604406,0.97825336,0.9798009,0.9442692,0.94012296,0.97610277,0.9873778,0.9679117,0.9823243,0.0,0.990047,0.9745051,0.9694,0.9747257,0.9478849,0.9754915,0.9639534,0.9532678,0.9258476,0.9801971,0.9735068,0.97882205,0.99022144,0.98426074,0.9856268,0.98899823,0.9860028,0.9824293,0.97674346,0.9801153,0.92318535,0.96979856,0.98469853,0.9749062,0.965554,0.96744454,0.97388273,0.9881141,0.9797252,0.0,0.9772455,0.0,0.9065473,0.9763121,0.95458794,0.9789999,0.98113465,0.95988345,0.98182976,0.9900378,0.9682224,0.9274306,0.9805063,0.91994584,0.98277867,0.97282124,0.9836532,0.9586441,0.9858038,0.8678043,0.98133063,0.9870043,0.9623649,0.971573,0.98464626,0.98000735,0.97610873,0.9355587,0.977592,0.9820332,0.9642817,0.979494,0.98851234,0.97700953,0.9645237,0.97980165,0.96953547,0.9330455,0.98747253,0.96954715,0.0,0.98122406,0.9795925,0.0,0.7894029,0.9846998,0.97694314,0.99087214,0.98340714,0.9776436,0.9801233,0.96257806,0.9828994,0.9691833,0.98074967,0.9828199,0.99999994,0.9851182,0.9755577,0.9730166,0.98196113,0.97859013,0.98350596,0.83534646,0.9786308,0.9900312,0.98639643,0.92968714,0.97917306,0.91564524,0.9701091,0.9773344,0.9815771,0.9461483,0.9838914,0.9627528
Qibo_Sun,0.99117947,0.98484814,0.9925231,0.9659654,0.98820245,0.98578,0.9896936,0.9890367,0.9913738,0.9931241,0.99068165,0.9908676,0.9780455,0.958095,0.94668275,0.9903536,0.9947158,0.98582,0.9915124,0.0,0.98548937,0.97902155,0.9846523,0.98206645,0.9606726,0.97736555,0.9683238,0.9698246,0.92883646,0.98841935,0.9879588,0.9918368,0.993357,0.99413085,0.9910648,0.9925964,0.99440604,0.99415743,0.9902271,0.98761094,0.9276759,0.98105466,0.9983448,0.98137015,0.9808686,0.9844403,0.9849313,0.99252987,0.9904443,0.0,0.98870385,0.0,0.91465604,0.9920713,0.9563382,0.99414647,0.98405075,0.9800611,0.9853147,0.99381185,0.9829345,0.9365634,0.9927596,0.93041384,0.9925541,0.98892367,0.995355,0.9655475,0.9951163,0.87940645,0.9912,0.99356806,0.9777174,0.9875926,0.99488837,0.9903581,0.9887301,0.9487059,0.98878515,0.97291017,0.98035175,0.9859465,0.99125886,0.99123,0.96573055,0.9900962,0.9804283,0.9504359,0.9962661,0.985422,0.0,0.9905704,0.99231744,0.0,0.7824311,0.98806155,0.99208724,0.9871979,0.9942119,0.9906542,0.9935131,0.9724697,0.98943895,0.9736166,0.99355686,0.98704284,0.9851182,1.0000001,0.99034154,0.98869026,0.98125184,0.99301445,0.9950077,0.84408206,0.98734987,0.9863951,0.9890659,0.9525634,0.9890952,0.9170738,0.9825469,0.99024093,0.9927627,0.95839345,0.9940734,0.9684654
Hongbo_Wang_0001,0.9939359,0.9838969,0.98655754,0.9776009,0.9734209,0.98920107,0.99259424,0.9899419,0.99388933,0.986615,0.9903375,0.99374914,0.9677975,0.95629096,0.93435335,0.99011827,0.98871934,0.990845,0.9929571,0.0,0.9777613,0.9729229,0.98665416,0.9826099,0.95875967,0.97067624,0.9728546,0.9637743,0.92687297,0.9825634,0.9902233,0.9917361,0.9891808,0.9901998,0.98150873,0.98895454,0.992179,0.9860091,0.9943397,0.9790188,0.92762077,0.97927594,0.99410605,0.97460103,0.989029,0.9897653,0.9815537,0.9862513,0.9904686,0.0,0.98820233,0.0,0.9148015,0.99232185,0.95375025,0.9950804,0.9789127,0.98626685,0.9791615,0.99030447,0.98518175,0.941342,0.9934473,0.92624795,0.9908666,0.98946553,0.9939133,0.97174215,0.99108636,0.8853085,0.9936894,0.98705125,0.9680985,0.98400694,0.99504673,0.9885551,0.98927593,0.9464898,0.9901978,0.9716957,0.984009,0.97598636,0.98632026,0.99532723,0.95821977,0.98858726,0.9785119,0.9476671,0.992384,0.9901012,0.0,0.98971087,0.9949044,0.0,0.76543987,0.98622227,0.9905366,0.9795724,0.9952358,0.98346066,0.9934373,0.984148,0.9898549,0.96441245,0.99434954,0.98255026,0.9755577,0.99034154,0.99999994,0.9915352,0.975341,0.9938265,0.9924147,0.8392625,0.98177016,0.9805194,0.98455983,0.94686484,0.9890425,0.9082449,0.98529536,0.9918096,0.9915408,0.95144695,0.9928262,0.9645142
Ying_Wang_0002,0.9913903,0.985472,0.9846059,0.98873824,0.96761096,0.9958797,0.99793667,0.98674405,0.9947809,0.98676836,0.9904914,0.9938095,0.9661108,0.9601356,0.9362049,0.99185336,0.98692894,0.9975859,0.9891913,0.0,0.97111976,0.9757949,0.9910955,0.9842672,0.9642845,0.9684845,0.9671137,0.9620081,0.9336883,0.9854222,0.9964499,0.9973633,0.98567545,0.991362,0.9799182,0.9865291,0.9906112,0.9834398,0.9939543,0.98068154,0.92937016,0.9749627,0.99214625,0.9659035,0.9918504,0.99743044,0.981583,0.9882495,0.98845017,0.0,0.98692024,0.0,0.92174405,0.99634147,0.9574516,0.9949636,0.98167527,0.9904209,0.9795034,0.9868547,0.9967185,0.9461705,0.99375105,0.9272519,0.9899193,0.98966795,0.9942113,0.9705293,0.9900799,0.8931329,0.99493647,0.9852841,0.97709066,0.9859643,0.9942084,0.9910095,0.98961926,0.95104086,0.9951474,0.9690409,0.9886083,0.9783975,0.9844164,0.9950792,0.95405304,0.9866178,0.9695866,0.95989114,0.99086404,0.9974708,0.0,0.98823524,0.9953064,0.0,0.75229883,0.98147535,0.990601,0.9731538,0.9933743,0.9859084,0.9961703,0.9807415,0.98811793,0.9723822,0.9912382,0.9777024,0.9730166,0.98869026,0.9915352,0.99999994,0.9712403,0.9978113,0.9913642,0.8438535,0.97809106,0.9745964,0.9843407,0.95223546,0.98686475,0.8924482,0.9857085,0.99222684,0.99455106,0.95471096,0.9932992,0.9636426
Mengshi_Qi,0.9824965,0.9729799,0.98734254,0.94986075,0.9827025,0.96711475,0.9731304,0.97593963,0.9737973,0.9872534,0.9724415,0.9735715,0.98484135,0.9435965,0.9468005,0.97166246,0.98755336,0.96709085,0.97843736,0.0,0.9873524,0.972538,0.96917254,0.9776406,0.9458415,0.98146594,0.97319376,0.96625483,0.93379205,0.9819217,0.97146297,0.9761493,0.9900065,0.98512256,0.9906682,0.98889273,0.9804996,0.98231936,0.9749607,0.97807515,0.9167137,0.9647318,0.9816748,0.9766176,0.96556586,0.96531147,0.97742033,0.98712087,0.9781661,0.0,0.9729669,0.0,0.90768206,0.97235584,0.9448827,0.976287,0.9845743,0.9572122,0.99093395,0.9874445,0.97038645,0.94691795,0.98167944,0.9208425,0.9757334,0.97903836,0.9833636,0.95771956,0.9851498,0.8694742,0.9794148,0.9819267,0.96100295,0.975871,0.98312074,0.9807328,0.9799892,0.9472852,0.9791233,0.9745698,0.962412,0.9779649,0.97783417,0.9756319,0.9799379,0.98197293,0.96660775,0.9279753,0.9864912,0.96718526,0.0,0.9762525,0.9762175,0.0,0.7643335,0.9821413,0.9775664,0.9899104,0.982692,0.9792377,0.97684705,0.96263146,0.9835771,0.97497404,0.98129374,0.98663276,0.98196113,0.98125184,0.975341,0.9712403,1.0,0.9763894,0.98241436,0.84477854,0.98956746,0.9856233,0.97433317,0.9370253,0.9764178,0.9105923,0.9735626,0.97640777,0.97834086,0.94428325,0.98093647,0.96907413
Xuesong_Qiu_0001,0.99328923,0.98809505,0.98857534,0.9831072,0.97400486,0.9972455,0.9986549,0.99041396,0.996283,0.9900491,0.9943568,0.9956558,0.97108245,0.9596479,0.9382349,0.994436,0.9910363,0.9971617,0.9928435,0.0,0.97708726,0.9766083,0.9917314,0.98622364,0.96789086,0.97271866,0.9672196,0.9666684,0.9358415,0.9893688,0.9970989,0.99645805,0.9909406,0.995209,0.9852189,0.9908821,0.99430084,0.98817617,0.9958908,0.9849965,0.9307846,0.9775851,0.9958367,0.9706839,0.99209344,0.9949999,0.9840139,0.99073625,0.9918411,0.0,0.9907329,0.0,0.92180926,0.99902105,0.95803714,0.9960834,0.9845294,0.9918622,0.98252666,0.99191266,0.99270153,0.9452807,0.9970039,0.93237126,0.99324614,0.99209815,0.99644107,0.9733957,0.99362004,0.8911433,0.99621105,0.9901637,0.9790338,0.98937213,0.99711543,0.9924362,0.99179566,0.95182437,0.9948112,0.9736583,0.99111664,0.9823257,0.9886416,0.9962602,0.9578178,0.99095654,0.9743134,0.95792866,0.9945209,0.9969225,0.0,0.991685,0.9972405,0.0,0.76314473,0.98583084,0.99396044,0.97938013,0.99650824,0.98941016,0.99901855,0.982995,0.9910874,0.97366714,0.99444544,0.98190194,0.97859013,0.99301445,0.9938265,0.9978113,0.9763894,1.0000001,0.99515355,0.8473507,0.98317784,0.9801936,0.9884335,0.95133793,0.9907709,0.8992398,0.9888104,0.9945675,0.9965195,0.9593743,0.99685395,0.9692037
Hong_Luo_0001,0.9934507,0.9880874,0.9926387,0.97272134,0.9836577,0.98884284,0.99222344,0.993182,0.99370134,0.9944134,0.99270415,0.99168324,0.9760282,0.9597446,0.9409546,0.9928825,0.99468106,0.98876274,0.9922587,0.0,0.9836553,0.97914994,0.9852789,0.98755354,0.9614245,0.97991467,0.9731191,0.97246057,0.93430334,0.9896579,0.9903978,0.9923953,0.99311876,0.9951847,0.9897609,0.9937216,0.99676263,0.99445677,0.9917711,0.98913157,0.92741334,0.98176146,0.9962822,0.979007,0.98503315,0.98636115,0.986201,0.99269414,0.9898585,0.0,0.9918289,0.0,0.92359227,0.9947059,0.96077204,0.9948468,0.9880874,0.9864334,0.98713535,0.9932281,0.98601544,0.94595313,0.9954236,0.93219346,0.99539006,0.99160206,0.9966056,0.9755631,0.99843943,0.89328015,0.9927379,0.9926554,0.9813242,0.98672163,0.9967079,0.9912882,0.99197775,0.95402956,0.99084544,0.97638524,0.9851254,0.9867632,0.9923204,0.99301386,0.96643424,0.9941513,0.9817083,0.9517466,0.9969083,0.98826885,0.0,0.99348646,0.9944818,0.0,0.7624738,0.9885726,0.99238,0.9866241,0.99616444,0.98953164,0.99537325,0.97826886,0.98869056,0.9756992,0.99579906,0.989148,0.98350596,0.9950077,0.9924147,0.9913642,0.98241436,0.99515355,1.0000002,0.8515723,0.9885006,0.9851584,0.99101776,0.9549655,0.99206924,0.9080105,0.9866855,0.99255824,0.9938631,0.96137273,0.9968786,0.97066116
Xianlin_Zhang,0.8472115,0.86276674,0.86170936,0.8250049,0.8344964,0.8387288,0.8476018,0.85527885,0.83849216,0.8556183,0.84176826,0.8301472,0.832736,0.8236576,0.82668793,0.8390155,0.85282576,0.8410401,0.8349446,0.0,0.82784224,0.8422634,0.8321727,0.8547517,0.81005025,0.85968083,0.827692,0.8169872,0.8489901,0.8579121,0.842034,0.8375597,0.8440276,0.86354375,0.8485881,0.8486196,0.8495908,0.8533286,0.83434,0.8550372,0.81795955,0.82031083,0.84104455,0.8431424,0.83626187,0.8320205,0.86218655,0.8595356,0.8403835,0.0,0.8483498,0.0,0.7804164,0.84217423,0.8121513,0.8436447,0.85722995,0.83493865,0.8635298,0.8390303,0.8406542,0.8714155,0.8460501,0.7824131,0.8521365,0.8444281,0.8473877,0.84011066,0.85429597,0.84745324,0.8343729,0.8408079,0.8617382,0.8280542,0.8426237,0.8441019,0.8625783,0.8225796,0.8544276,0.83565116,0.8272421,0.852768,0.83425707,0.8318377,0.844877,0.85128605,0.8232088,0.81568325,0.85232615,0.8412535,0.0,0.85839564,0.8382311,0.0,0.5996951,0.84084606,0.83983207,0.8535479,0.84262806,0.846546,0.8405572,0.81519157,0.8342278,0.8601861,0.851314,0.85542977,0.83534646,0.84408206,0.8392625,0.8438535,0.84477854,0.8473507,0.8515723,1.0000001,0.86300886,0.8412584,0.8461008,0.8541211,0.8585199,0.77625114,0.8466927,0.8482202,0.8461283,0.8339833,0.84733874,0.8445117
Huiyuan_Fu,0.99023426,0.98429227,0.9883033,0.9565346,0.98224556,0.9728016,0.98149025,0.98424256,0.9811163,0.99159926,0.9836887,0.9771873,0.977966,0.94936717,0.9462428,0.980678,0.989151,0.975881,0.98499215,0.0,0.9811399,0.9766562,0.9760937,0.982103,0.9529331,0.9882717,0.9713739,0.97564447,0.93349445,0.98663616,0.9765981,0.9800838,0.98866343,0.98995554,0.99157023,0.98841095,0.9873377,0.98807526,0.9822062,0.9861296,0.9212346,0.97369856,0.98656285,0.97824645,0.97193205,0.97261643,0.9861361,0.9905051,0.97970945,0.0,0.98129845,0.0,0.9116552,0.9800974,0.9509584,0.98419,0.9865686,0.9665613,0.99340963,0.9865341,0.97477853,0.95534694,0.98686343,0.92366785,0.984928,0.9869846,0.98843765,0.9641571,0.9910174,0.89318395,0.9807335,0.9843295,0.9762034,0.97969866,0.9887458,0.9832355,0.98883057,0.9630805,0.9841943,0.9744774,0.9728393,0.98520243,0.9829471,0.9804685,0.9802987,0.98906976,0.9711783,0.9456303,0.9897194,0.97490454,0.0,0.98548603,0.9837619,0.0,0.7602259,0.97965324,0.9874504,0.98697335,0.9884831,0.98812556,0.9824189,0.9668832,0.97952205,0.9764106,0.98781526,0.9892534,0.9786308,0.98734987,0.98177016,0.97809106,0.98956746,0.98317784,0.9885006,0.86300886,1.0000001,0.9802638,0.97951317,0.95697856,0.9843267,0.90370643,0.9761956,0.9857118,0.9833678,0.9612695,0.9857719,0.9757458
