,Anfu_Zhou,Hongman_Wang,Xiangling_Fu,Yang_Liu_0024,Pengfei_Wang_0009,Si-Ya_Xu,Wenjing_Li_0001,Chen_Liu_0011,Xiaomin_Zhu_0002,Yawen_Wang,Pei_Zhang_0003,Jianfeng_Guan,Qi_Qi_0001,Qiwei_Shen,Chuan_Shi,Yongping_Xiong,Haihong_E,Fanqin_Zhou,Shuzhuang_Zhang,Hongliang_Liang,Linmei_Hu,Yanhua_Yu,Yan_Shi_0002,Haifeng_Sun,Yuhong_Li,Dong_Zhao_0001,Tiemeng_Li,Feng_Qi_0004,Rongfeng_Li,Jincui_Yang,Ao_Xiong,Li_Wang_0039,Bin_Wu_0001,Zhili_Wang,Ding_Xiao,Yingxia_Shao,Rongheng_Lin,Kun_Niu,Xirong_Que,Dahai_Jin,Guangwei_Zhang,Yuan_Dong,Shangguang_Wang,Xiangang_Qin,Xin_Li_0041,Bo_Hu_0003,Wenhua_Shao,Junping_Du,Meilian_Lu,Wenbin_Yao,Zhaowen_Lin,Liutong_Xu,Jinglin_Li,Shao-Yong_Guo,Yidong_Cui,Yanlei_Shang,Xuejing_Kang,Sujie_Shao,Anlong_Ming,Bai_Wang_0001,Hui_Gao_0001,Fangchun_Yang,Dongliang_Xie,Xiangwu_Meng,Jingling_Zhao,Pengrui_Duan,Wendong_Wang,Shao-Zhang_Niu,Yan_Sun_0004,Yuyu_Yuan,Wenan_Zhou,Xiang_Cheng_0003,Songwei_Pei,Xiaoyuan_Fu,Jianxin_Liao,Tong_Xu_0002,Fang_Zhao_0003,Chong_Gao,Hai_Huang_0001,Xiaofeng_Du,Kun_Xie_0003,Yunzhan_Gong,Yang_Zhang_0015,Changqiao_Xu,Qiang_Fu_0004,Wenming_Guo,Haoyu_Wang_0001,Hongwei_Jia,Meina_Song,Lei_Feng_0001,Yuchao_Zhang,Zhengqiu_Yang,Xiangyang_Gong,Hua_Zou,Danfeng_Yan,Xiuqin_Lin,Quan_Yuan_0004,MeiYu_Liang,Jingyu_Wang_0001,Xingquan_Zuo,Lanlan_Rui,Lejian_Zhang,Zhongbao_Zhang,Xiaoru_Wang,Zhonghong_Ou,Wen-Jun_Hou,Lirong_Qiu,Qibo_Sun,Hongbo_Wang_0001,Ying_Wang_0002,Mengshi_Qi,Xuesong_Qiu_0001,Hong_Luo_0001,Xianlin_Zhang,Huiyuan_Fu,Feifei_Kou,Budan_Wu,Jinpeng_Chen,Jiapeng_Xiu,Kai_Shuang,Yonghao_Gu,Xiaolong_Zheng_0002,Shujie_Yang,Xiao-hong_Huang,Zhipeng_Gao,Yuanyuan_Zuo
Feifei_Kou,0.9809937,0.9746388,0.990245,0.9571425,0.98137105,0.970531,0.97646475,0.98169965,0.980477,0.9842236,0.97711843,0.9802724,0.9781309,0.93607175,0.9364922,0.9775558,0.9883708,0.9707146,0.9846175,0.0,0.9908805,0.97312915,0.9736682,0.973722,0.9490688,0.9698563,0.9613516,0.9581902,0.9269061,0.98088026,0.9755845,0.980593,0.9937877,0.9844072,0.98721963,0.98907834,0.98661554,0.9851537,0.9791576,0.97644955,0.9151503,0.964359,0.9868672,0.97647667,0.97180974,0.9696781,0.9719728,0.988531,0.9844289,0.0,0.9770418,0.0,0.9029043,0.97756803,0.95299613,0.9809203,0.97949755,0.9652741,0.98022306,0.99273205,0.97009325,0.9281294,0.98160887,0.9135676,0.9814842,0.9798303,0.9852708,0.9592443,0.98662794,0.86224836,0.9828837,0.98797345,0.9601124,0.9751691,0.984934,0.9813073,0.97692,0.9348259,0.97943544,0.9723058,0.96649015,0.9762654,0.9841596,0.9796615,0.96190214,0.98315823,0.9703779,0.9365449,0.98944646,0.9716914,0.0,0.9819712,0.9808721,0.0,0.7880814,0.98763585,0.97852325,0.99718773,0.9840813,0.97776175,0.98091424,0.9635219,0.98831356,0.96682954,0.9842371,0.98239756,0.9900312,0.9863951,0.9805194,0.9745964,0.9856233,0.9801936,0.9851584,0.8412584,0.9802638,1.0000001,0.9813421,0.9293444,0.9815076,0.9090463,0.97402364,0.9781734,0.9809375,0.9414508,0.98411316,0.9635312
Budan_Wu,0.9842632,0.98626333,0.9872425,0.9616631,0.9775796,0.982,0.98459613,0.9912169,0.9894504,0.9893522,0.98419356,0.9838762,0.97382975,0.95835894,0.94495595,0.983726,0.98952866,0.9807813,0.98473895,0.0,0.97971576,0.9737757,0.97781473,0.98392874,0.96713066,0.9764563,0.96954393,0.9588747,0.9301714,0.9860662,0.9855739,0.98534805,0.98756576,0.99131936,0.9825878,0.98999846,0.9958446,0.9858395,0.98520523,0.9857178,0.92297304,0.97447973,0.99025106,0.9748915,0.97772795,0.97852755,0.9767702,0.9898885,0.9817225,0.0,0.98848706,0.0,0.91377336,0.9880455,0.94977874,0.9880625,0.97999066,0.97662246,0.9819814,0.9881338,0.9772397,0.94482493,0.98744005,0.92980087,0.99221015,0.97993094,0.98954,0.9684668,0.9923004,0.89271176,0.98671573,0.98663425,0.97515196,0.97985554,0.99026144,0.98347175,0.98273677,0.9467226,0.9837754,0.9758346,0.977601,0.9827478,0.9935727,0.9846327,0.9639257,0.986953,0.9746582,0.9502439,0.99171394,0.98084474,0.0,0.99100995,0.9885292,0.0,0.7592833,0.98450273,0.98357654,0.983256,0.9898117,0.98430777,0.98901147,0.9746412,0.9827566,0.972651,0.9872316,0.9855048,0.98639643,0.9890659,0.98455983,0.9843407,0.97433317,0.9884335,0.99101776,0.8461008,0.97951317,0.9813421,1.0000001,0.9417983,0.9889936,0.9110696,0.976148,0.9831959,0.98815393,0.955642,0.99129546,0.9635448
Jinpeng_Chen,0.95827734,0.9493737,0.951532,0.9391033,0.94268024,0.9376169,0.95176154,0.94718623,0.9474786,0.95808387,0.95562226,0.94525194,0.9236935,0.91336215,0.91213495,0.9536774,0.9537101,0.9468564,0.94831985,0.0,0.9325932,0.93986297,0.9462242,0.9490421,0.9186029,0.9489759,0.9234118,0.9522892,0.8842713,0.9423183,0.948393,0.9522245,0.94455934,0.9531186,0.9526541,0.94570804,0.9510791,0.95199096,0.95115453,0.9499645,0.9053297,0.9503598,0.9526331,0.9626459,0.9331385,0.94762194,0.94970226,0.95071477,0.93540967,0.0,0.9446158,0.0,0.8958827,0.9503753,0.9242228,0.95161355,0.94045705,0.93652666,0.94679236,0.94614685,0.9455466,0.9227213,0.9540187,0.89449024,0.9519642,0.95858,0.9588563,0.9205371,0.95792484,0.8756273,0.9423412,0.9465011,0.94604045,0.9408004,0.9512903,0.9475182,0.95085,0.92485344,0.94896305,0.91782606,0.9519204,0.948767,0.94425845,0.9476187,0.92482525,0.95190644,0.94692326,0.93184686,0.9547023,0.9450453,0.0,0.95147985,0.952042,0.0,0.7024932,0.93927974,0.9525488,0.93352735,0.9489776,0.9567982,0.9523057,0.9359967,0.9396981,0.9459059,0.9593214,0.9549164,0.92968714,0.9525634,0.94686484,0.95223546,0.9370253,0.95133793,0.9549655,0.8541211,0.95697856,0.9293444,0.9417983,0.9999999,0.9497322,0.8534235,0.93837786,0.9547268,0.944435,0.9276477,0.94644374,0.9359977
Jiapeng_Xiu,0.98761,0.9890758,0.9884483,0.9662459,0.97556484,0.9842297,0.9886501,0.9980691,0.98853564,0.9903058,0.98713577,0.9853612,0.97217643,0.95702934,0.9470438,0.9850983,0.9914353,0.98593986,0.98723495,0.0,0.97578764,0.97957075,0.9813483,0.9844802,0.96677196,0.9788554,0.9718213,0.96622646,0.9459199,0.9859975,0.98850507,0.985886,0.9889982,0.99212444,0.9844829,0.99087316,0.99546206,0.9891274,0.9857184,0.98506844,0.9269142,0.9734868,0.99060893,0.9725846,0.9810394,0.98245865,0.9823034,0.9909026,0.98364645,0.0,0.98542947,0.0,0.9199164,0.9894717,0.9585139,0.9909058,0.9844972,0.9820618,0.9853513,0.98945534,0.98068833,0.953965,0.9907677,0.94491524,0.99192977,0.9844768,0.99171877,0.9754561,0.99098355,0.9011992,0.986886,0.98722076,0.97339046,0.9777659,0.98992944,0.9866086,0.99041307,0.9542204,0.9890294,0.9715131,0.97827303,0.98229325,0.98387516,0.9865519,0.9624859,0.99167514,0.9743382,0.94984114,0.9928433,0.9847827,0.0,0.9988364,0.98847604,0.0,0.74645054,0.9871723,0.9872854,0.9829092,0.9895049,0.9867407,0.99036777,0.97515523,0.9844308,0.9726049,0.9908252,0.9849482,0.97917306,0.9890952,0.9890425,0.98686475,0.9764178,0.9907709,0.99206924,0.8585199,0.9843267,0.9815076,0.9889936,0.9497322,0.9999999,0.8961015,0.9840243,0.98630303,0.98821926,0.96834964,0.9928858,0.9740404
Kai_Shuang,0.90612763,0.89378846,0.9072062,0.86918426,0.91727674,0.8899399,0.8945415,0.9031398,0.8981565,0.9065467,0.8970981,0.90252554,0.90725887,0.88792956,0.8788967,0.90229774,0.9093791,0.88733053,0.90481055,0.0,0.9192909,0.87282825,0.88720995,0.9065907,0.8652569,0.88427764,0.9043077,0.88538265,0.82647014,0.8983402,0.8873929,0.89814824,0.91232896,0.906793,0.9056525,0.9111177,0.907676,0.9049298,0.90775996,0.90306544,0.83541447,0.9074713,0.91382897,0.91621447,0.8904085,0.88807034,0.8943279,0.9047643,0.90847254,0.0,0.90699035,0.0,0.8039777,0.897873,0.8517496,0.90161574,0.8967243,0.88383615,0.8995626,0.9119834,0.88551885,0.8607397,0.905877,0.83081865,0.90418303,0.89988524,0.9089449,0.8808831,0.9083261,0.77867347,0.9116361,0.90636986,0.87508035,0.9048597,0.9098178,0.9005531,0.89942193,0.8469756,0.8948413,0.91472614,0.8845055,0.89599836,0.92019624,0.9021791,0.89562666,0.8998403,0.90600735,0.84088165,0.91116583,0.8903024,0.0,0.90070426,0.9085308,0.0,0.72614723,0.90238416,0.9047308,0.91274035,0.912673,0.8891851,0.9006261,0.88883895,0.90701663,0.8724849,0.9052289,0.9168874,0.91564524,0.9170738,0.9082449,0.8924482,0.9105923,0.8992398,0.9080105,0.77625114,0.90370643,0.9090463,0.9110696,0.8534235,0.8961015,1.0,0.89981085,0.90576196,0.9053334,0.8352086,0.9062492,0.86822957
Yonghao_Gu,0.9826496,0.9792346,0.9834815,0.9713793,0.9708095,0.9851591,0.98579866,0.9845476,0.9856067,0.9848739,0.98507285,0.98317665,0.9673404,0.95289075,0.9313488,0.98612046,0.9859836,0.98367643,0.9821595,0.0,0.9759984,0.9752946,0.9747838,0.9797418,0.95255995,0.9662497,0.96730924,0.9602718,0.9360453,0.9853946,0.9841424,0.98455626,0.98724234,0.9870696,0.979914,0.9871756,0.9861417,0.98436105,0.9834212,0.98255813,0.92145693,0.96747583,0.98431087,0.9620622,0.9821048,0.9829062,0.97850716,0.98495686,0.9876773,0.0,0.98198104,0.0,0.91070503,0.987144,0.95709133,0.9861642,0.98294884,0.98196584,0.9784614,0.98714095,0.98230195,0.94293714,0.98783565,0.9328645,0.9860513,0.98083156,0.9873002,0.97877574,0.985633,0.8810891,0.98697734,0.9852587,0.9666681,0.97793424,0.98826736,0.98580164,0.9864973,0.94637907,0.9862375,0.97150505,0.97313845,0.97946966,0.97735816,0.9841698,0.9564554,0.98685485,0.9719002,0.94737023,0.98776364,0.98304415,0.0,0.9850246,0.9845127,0.0,0.7385428,0.9822967,0.98243606,0.97394896,0.9882261,0.9773493,0.9884875,0.97036636,0.98487335,0.960872,0.9842309,0.979028,0.9701091,0.9825469,0.98529536,0.9857085,0.9735626,0.9888104,0.9866855,0.8466927,0.9761956,0.97402364,0.976148,0.93837786,0.9840243,0.89981085,1.0,0.9832578,0.9888233,0.95089793,0.991173,0.9729561
Xiaolong_Zheng_0002,0.9960222,0.98503494,0.9872889,0.9809835,0.9738567,0.9888344,0.99394196,0.9863751,0.9919948,0.98866,0.9933983,0.9932405,0.9679123,0.9508364,0.93763745,0.9943835,0.98781407,0.991351,0.9929913,0.0,0.97610164,0.9705551,0.9908215,0.9840562,0.96101105,0.97508067,0.96449333,0.9698795,0.92732084,0.9837371,0.9893286,0.9928465,0.9887893,0.99144065,0.98523474,0.98783576,0.9897839,0.9858099,0.9952289,0.98365474,0.92524695,0.9794929,0.9933068,0.97623104,0.98680353,0.99090207,0.9833144,0.9870534,0.98721457,0.0,0.98811054,0.0,0.9149996,0.99383783,0.95133567,0.99322,0.98057836,0.9855862,0.9811932,0.99018395,0.98845136,0.9448365,0.9961283,0.918204,0.99053025,0.99461526,0.9946009,0.9682324,0.9920424,0.8945193,0.99212253,0.9862087,0.9754102,0.985402,0.9952818,0.9881197,0.99004495,0.9508348,0.99006283,0.9742824,0.98807466,0.9804208,0.9869361,0.99382746,0.9582263,0.98723096,0.9780443,0.9472627,0.9915452,0.9911498,0.0,0.9872855,0.99539614,0.0,0.7683876,0.98067343,0.99258757,0.9781263,0.99511397,0.9847275,0.99335,0.98201203,0.98603904,0.96806574,0.99525154,0.9816983,0.9773344,0.99024093,0.9918096,0.99222684,0.97640777,0.9945675,0.99255824,0.8482202,0.9857118,0.9781734,0.9831959,0.9547268,0.98630303,0.90576196,0.9832578,0.9999999,0.9917091,0.94795716,0.99176574,0.96448064
Shujie_Yang,0.9903165,0.9854014,0.9886676,0.9763585,0.9777155,0.99299085,0.9937763,0.98897564,0.9947828,0.9909574,0.9918302,0.9927558,0.9730871,0.96610034,0.93812144,0.9899602,0.99131596,0.99259007,0.9914627,0.0,0.9797166,0.98153186,0.9859814,0.98508334,0.96260536,0.9750008,0.97061586,0.9616834,0.94138443,0.9893204,0.9928334,0.9944477,0.9916567,0.99494165,0.9863961,0.99242187,0.9930241,0.98936176,0.9918126,0.98744524,0.93405116,0.97707736,0.9941753,0.9678066,0.98871565,0.9905003,0.9841181,0.9928936,0.9912684,0.0,0.9891722,0.0,0.9266192,0.9945179,0.9594899,0.99444675,0.98872274,0.9856429,0.984858,0.9913492,0.9906986,0.9397471,0.9935999,0.9345438,0.9925454,0.9885022,0.994987,0.9754189,0.99272484,0.8859181,0.9941691,0.99214995,0.9784514,0.98913026,0.9962762,0.9929137,0.9913798,0.9497259,0.9947269,0.97737944,0.984656,0.98576605,0.98873615,0.9939088,0.96197754,0.99083257,0.97211564,0.95529884,0.99369645,0.9923147,0.0,0.98991346,0.99433595,0.0,0.76605284,0.98787177,0.992306,0.9812746,0.9958032,0.9888072,0.99587035,0.9769131,0.9911026,0.9765342,0.99050164,0.98274565,0.9815771,0.9927627,0.9915408,0.99455106,0.97834086,0.9965195,0.9938631,0.8461283,0.9833678,0.9809375,0.98815393,0.944435,0.98821926,0.9053334,0.9888233,0.9917091,1.0,0.9612157,0.9960164,0.9708659
Xiao-hong_Huang,0.95136344,0.9640337,0.95349693,0.9241042,0.95060337,0.9525004,0.955913,0.9660268,0.95648086,0.96142507,0.95317686,0.9467981,0.9455539,0.9494383,0.9190664,0.9471233,0.9624691,0.9548252,0.9542366,0.0,0.9414418,0.966874,0.94087803,0.9518343,0.93720853,0.95875764,0.9454316,0.9331995,0.93229026,0.96351767,0.95729053,0.9514135,0.9538097,0.9643511,0.9573213,0.9607949,0.9642187,0.9625079,0.94718295,0.96120805,0.90614367,0.94105256,0.9578811,0.93123543,0.9413839,0.94925857,0.9613399,0.9647726,0.9464284,0.0,0.95123947,0.0,0.90840137,0.9562248,0.938723,0.95803356,0.965335,0.94790006,0.9649849,0.9518016,0.94773567,0.92905533,0.95701283,0.9479134,0.962001,0.9449693,0.9598888,0.9447659,0.96105385,0.8708847,0.94877744,0.96079177,0.9551314,0.9470256,0.9579253,0.9598489,0.9669956,0.94049424,0.9624101,0.9424514,0.9415691,0.9603721,0.9497968,0.94906473,0.94322824,0.96694005,0.9364222,0.93542945,0.96020365,0.9525046,0.0,0.96845233,0.9530951,0.0,0.72934115,0.9541069,0.9552103,0.9499003,0.9567429,0.9710059,0.95891285,0.930959,0.95032376,0.953613,0.9535159,0.9563778,0.9461483,0.95839345,0.95144695,0.95471096,0.94428325,0.9593743,0.96137273,0.8339833,0.9612695,0.9414508,0.955642,0.9276477,0.96834964,0.8352086,0.95089793,0.94795716,0.9612157,0.9999999,0.96380126,0.95624816
Zhipeng_Gao,0.9914088,0.9895462,0.99220455,0.97553504,0.9820132,0.99245715,0.9933616,0.9935483,0.99575937,0.9937558,0.99320966,0.99178785,0.97776186,0.96087277,0.9409609,0.9927086,0.99516696,0.9912274,0.9927575,0.0,0.9837619,0.98273396,0.9852264,0.9877584,0.96503407,0.97874755,0.9728371,0.96863395,0.94041014,0.9929656,0.9936085,0.99334645,0.9940481,0.9963056,0.9884986,0.99531233,0.9971745,0.99416685,0.9912808,0.99013495,0.93123454,0.98031116,0.99569607,0.9739815,0.98687935,0.98892224,0.98513734,0.99414235,0.9921964,0.0,0.99000466,0.0,0.9237182,0.9958026,0.9640995,0.9954915,0.98986447,0.9889227,0.98772496,0.9941765,0.98903275,0.9484808,0.9957099,0.940606,0.9957489,0.98829544,0.996716,0.9787948,0.99572337,0.8908448,0.99408996,0.9944804,0.9789382,0.9873397,0.99725336,0.993991,0.9928933,0.9547782,0.9936838,0.9796079,0.98342586,0.98774385,0.990558,0.99231374,0.9662004,0.9956349,0.97915745,0.9538768,0.99706393,0.9906203,0.0,0.9940279,0.9939916,0.0,0.7605588,0.99047685,0.9916638,0.9848412,0.9965476,0.9900712,0.99693733,0.9779461,0.99087614,0.9737937,0.9936973,0.9868418,0.9838914,0.9940734,0.9928262,0.9932992,0.98093647,0.99685395,0.9968786,0.84733874,0.9857719,0.98411316,0.99129546,0.94644374,0.9928858,0.9062492,0.991173,0.99176574,0.9960164,0.96380126,1.0,0.9751981
Yuanyuan_Zuo,0.9664923,0.9646038,0.97276247,0.9419607,0.96734995,0.9623568,0.9645624,0.97457576,0.96721405,0.9765402,0.96918315,0.9596303,0.9599463,0.9329163,0.92765766,0.9648192,0.9768576,0.96058863,0.9652093,0.0,0.96521324,0.97546744,0.9531729,0.969016,0.9392761,0.969488,0.9554189,0.95002687,0.94066644,0.9771541,0.9642618,0.9620346,0.9756268,0.97434103,0.9742484,0.9774884,0.9739922,0.9745427,0.96132505,0.97401667,0.92279625,0.95567554,0.9670179,0.9526714,0.959769,0.9584795,0.9655293,0.9767293,0.9670372,0.0,0.963868,0.0,0.9215951,0.9656898,0.95838684,0.9672853,0.97741175,0.95557666,0.9757716,0.9746337,0.9603976,0.9444604,0.97166765,0.94260657,0.9705595,0.9623724,0.9725113,0.96217686,0.97214794,0.88784325,0.964653,0.9776951,0.9556682,0.9617574,0.9730059,0.9758065,0.9721538,0.9432737,0.9724452,0.9589289,0.9507303,0.97407717,0.9620353,0.96039224,0.9620925,0.9793874,0.9487106,0.94104964,0.9762795,0.9583686,0.0,0.9751175,0.9645499,0.0,0.71778065,0.9711213,0.9653885,0.9678955,0.9724079,0.9712833,0.9695343,0.95496964,0.9695599,0.95782804,0.9673796,0.9737805,0.9627528,0.9684654,0.9645142,0.9636426,0.96907413,0.9692037,0.97066116,0.8445117,0.9757458,0.9635312,0.9635448,0.9359977,0.9740404,0.86822957,0.9729561,0.96448064,0.9708659,0.95624816,0.9751981,1.0
